Ranking,Percent Helpful,Author,Total Reviews,Author ID,Helpful Votes
133,0.97,Benson Leung,97,A25GROL6KJV3QG,8882
487,0.98,Snotty reviews,87,A2OI8Z96ZPZKB2,2187
533,0.95,Desert Rat,62,A2D5K8IDZGFFWY,5481
583,0.66,fernanda,98,A1S5HXKSCOS0D4,120
675,0.96,Code Red,88,A3OKAEM5C3OFL,2081
703,0.88,r_kwon,100,A14H9KMAMC590S,1370
966,0.95,Miss Patty,82,AY62GGSKX9YH4,2585
1042,0.98,Chad Bush,70,AUFTATW022N80,16467
1110,0.94,formortals,66,A319ZSLHK97E7C,3975
1229,0.92,Brian,75,A2B26I3DGUSMB0,3613
1242,0.88,Danny Lee,98,A1UFUJ9Z5U53AH,1079
1542,0.93,HFZ,89,A2024QM6DB2LEI,1005
1605,0.96,Samuel,65,ABHVX10MEGARN,1566
1678,0.88,cantslowdown,85,A3F75AOX7FXS9P,2993
1748,0.88,P. Buchanan,97,A363SKUFPFHIAK,1427
1784,0.97,Patrick,73,A3SR9VQUHQF0GA,3362
1792,0.93,B. Anderson,56,A3A97RFX8HCSE3,7205
1795,0.98,Evan M. Cato,88,AH8PMRYFR58TC,732
1806,0.9,Adil Lalani (Adak),71,AP25GFV9TMM6F,85
1813,0.97,M in SC,88,A2DRURXLBMP77K,7772
1825,0.92,FALCON,97,A3TFJE04LTJDLI,2859
1826,0.96,Dawn Elizabeth,75,APE0DJTM4GLRA,2852
1925,0.89,stephen cabot,91,A1HD3HWDFP7YBC,1898
1928,0.96,Amazon Customer,99,A1R3A8F7OSP3ZL,2022
1994,0.94,Lucy,64,A1PQHPE3S51Z18,1734
2079,0.95,Jake Flash,82,A2FE2DBHMLSFCU,1908
2134,0.95,sam,69,A2JCLEDQTNXMPT,5427
2181,0.94,ScottoR,67,AY9MAJ4DN4Z7H,2815
2212,0.93,Chris Upton,69,A1GHPJB2N0D0RL,1561
2245,0.93,Nightshade,95,A29I5F4VUJYXUU,965
2275,0.95,S Mack,59,A28LXU0LM7GYIC,2117
2312,0.92,D. Lazaro,84,A3H0DIOS8X1I3L,1834
2334,0.98,Natural Cooker,64,A1WDB78VWOAUX8,3510
2389,0.92,"Mike Mutzel, MS(c)",78,A2TKX1EU5IT5P2,1033
2433,0.95,NW Dryad,87,A2WJI5RY4H2IQA,706
2439,0.94,ChimChim,69,A5SD8VUB6YKWC,2598
2483,0.98,Andrew,96,A2QKSWU3KA057B,88
2491,0.93,Engr. Jay Mendoza,95,AZYBZEVISD0YX,1968
2513,0.96,Tad Borowski,84,A1LHSZKJ7MLEHV,1341
2523,0.96,AndreaP.,88,A3HHGBT6MFH4G4,4141
2569,0.95,AwesomeSauce,82,A31U2JKLG32UVQ,1911
2573,0.98,CF,75,A2L5I2MB73UJ3L,2837
2584,0.94,Aafke-Art,74,A2UVZI95SPP3OJ,969
2610,0.97,Eric Law,97,A28Q94CXRMP2SY,4662
2612,0.98,Nathan Kull,81,A250ZSZMO4P67S,1802
2640,0.95,Sally B.,85,AW7UMXXJKFSNS,782
2694,0.96,Ko,85,A1A9HOW7IW7PJW,762
2700,0.9,Amazon Customer,60,A16DQF6I1DPSLO,962
2731,0.91,A. Silberman,63,A21TPY9BVC9IKZ,2766
2735,0.94,norse,52,A1C3QC8IYNJLJ0,4378
2761,0.95,veemay,78,AWSLSPNVNIPMA,1100
2778,0.96,Ms. Understood,64,A22OXRNXXRWSGL,1791
2786,0.95,B. Tarbuck,54,A1IYZS46NB2CKS,8567
2811,0.91,Mike,80,A2CECSSD2LHWQO,1161
2819,0.96,GadgetClass,62,A38J352T8TIPMX,1472
2820,0.95,"Happy, Joyous, & Free",78,A2DMMMPQILC1QQ,1151
2825,0.95,Jenna Frye,74,A3GAXYEFLAKGH6,1586
2895,0.96,Dr. K,88,AN15B6AK28MMS,1317
2900,0.93,Claudia,94,A3S72KF9F2OL9S,571
2904,0.91,Tiffany K.,72,A1M85JOGIOJEKP,1409
2952,0.95,K.E. Fuhrmann,88,A1ZST491WTFMO9,3715
2975,0.93,MB,50,A2CQABVHIP3WWG,1600
2984,0.95,Fitz,50,ABFFDYA1JFW7X,7374
3010,0.95,T Jefferson,66,A338NGK967YAUA,3163
3029,0.83,JR,89,A2CLNRGD1LW943,80
3056,0.98,Dawn Tarin,63,AMKOS4JDWYD0U,2476
3067,0.93,susan,94,A2J0PWVQ33QO4O,602
3072,0.89,Andrew W.,53,A386UCD39MFLMG,790
3091,0.95,John H. Meyer,70,AK3PQZZ656VOD,1939
3130,0.95,IT_Architect,66,AMA2MRO8YGGHJ,1964
3131,0.96,Phil Rosenbach,55,AMUNDUVA1VUB9,3053
3133,0.94,TheBronze Man,88,AD4Y67RM8720J,680
3140,0.95,JK &#34;keeping it real&#34;,75,A386ELR8MIGS3F,1469
3154,0.95,David L. Vasser,100,A2KI91IR3RA7D0,2160
3163,0.99,Dora84,62,AUFCD0LX76Q3O,645
3178,0.92,D. Grieco Jr.,67,A18FWPKVLW7RWD,1674
3251,0.95,Konrad,76,A250EBBMPAEAN5,1739
3274,0.92,MyKeyReviews,99,A23O6Y6BCFE808,2405
3277,0.87,Kenneth Rubin,86,A30Y6PX7QC1OR9,1278
3301,0.92,Bo S.,78,A3QZL6M37TUC3C,543
3321,0.96,R. W. Pochciol,95,A1GCKBZ5B7XHPC,2725
3327,0.89,Amber Middlebrooks,77,AXISGACDUF2B3,667
3333,0.96,Eric Champine,64,A30C3EFTH23DB,2022
3357,0.9,Lana K.,76,A31LDA9BGOCY2P,668
3400,0.94,FashionQueen86,96,AGAOZ53UU82G7,1216
3417,0.94,TolyG,57,A1Z03F8JSW3HYH,892
3437,0.94,C,84,A35H8Y36S43CSG,741
3488,0.97,Johnny Robish,77,A7ZLUK5TD2Z6Z,1626
3491,0.92,Minnie I.,79,A3USLEQTOHHZYR,771
3528,0.91,Fabio Ruiz,98,A24Q66F0M3FYHG,717
3537,0.95,HeroLegend555,80,A1KG9IOJZRD9L6,4697
3540,0.97,Chas,74,A1JT5SPO1DXJGY,940
3589,0.97,Mark A. Workman,74,A1CNHR1NDFOIK0,925
3598,0.9,Josh@HawaiiTechTablets,72,A2XMAJ8EPT8DZ1,673
3643,0.95,Mandy,56,A1934ODZK3FJCF,11126
3655,0.95,Chris M,94,AM476JVM8E0M6,421
3675,0.93,Sonny Craven,63,AYTQBZ2KHO0ZA,1664
3717,0.96,bailarina94,58,A3PTI8W833KWE0,933
3718,0.94,debaserphoto,64,AXM4NZ9CXIYDP,934
3787,0.86,Joey,84,A29X0TZCFQDRZA,1330
3793,0.97,Gwin M,56,A2D5AK0IJ6B7KZ,3211
3812,0.94,Cerulean,71,AX1PJ7BKPDODC,701
3840,0.97,nyc amazon customer,51,A2HPNQ3IOQXTR7,1055
3874,0.94,D. Graves,74,A1N3HHWQH225GB,14192
3889,0.92,E. Bradley,70,A3GS6P9UW2CJF9,7883
3891,0.97,Yukio,51,A28X7SAEGCZFA0,832
3902,0.96,"M. Schreiber, Reader of Lots of Speculative Fiction, YA & Otherwise",83,A6P34Q7M983DN,3012
3988,0.98,Stephen,61,A2HJOAGKQIAABQ,702
4002,0.97,Mini Long Family,51,AL38HEYIOMG9A,885
4014,0.92,stacey,62,A1P7HYZ19MSJBT,1079
4052,0.94,Complexity,78,A2SLUAWMUP8FLB,911
4056,0.9,PappyLove,75,A19JLVWKE8KY0Z,1374
4062,0.98,Savanah Carrisoza,55,A2P8322EL8GITR,355
4078,0.95,Matt Turner,76,A30HYKFL7ERFE7,1377
4092,0.97,Ashley,72,ALP7U5I344185,196
4099,0.93,D.L.C,71,A1YOGD8K6EV6VI,3405
4128,0.94,S. Schachter,81,A3QW3MSZU01BGY,1662
4150,0.96,James A. Peyton,64,AIHE6JU70QVYH,1166
4160,0.96,Lindsay Petronsky,53,AWUN3XPM2HLSB,716
4165,0.89,Overkill0084,100,A13KMI95RK89M9,483
4171,0.96,Ionlybuydeals,100,A21OMTBD3ITU8W,455
4183,0.93,NJKramer,87,A3PC0L6BU3ZF8T,1634
4192,0.92,Oscar Rojas,74,A3NNRA39ZYW4EC,161
4196,0.87,Laura Freed,100,A3R0E4LD323SAI,1211
4215,0.96,Jay,95,A2896AITBHP4XW,1185
4237,0.98,"Danny Chung Wedding & Event Photographer, Mac User",95,A3EYNEXSWUDFA7,411
4242,0.91,NewsView,100,A3797HHQXCI1CT,3021
4256,0.94,Jenraider72,89,A405A608KK4LN,5053
4314,0.91,Denise,72,A1AE97J5Y2M2SA,1487
4329,0.92,Amazon Member,89,A143F8QE8SNCKY,4000
4331,0.97,Paulmoh,55,A3IC0CD2QI21UE,1672
4335,0.95,"Peter, Dr. Keys",77,A1G9TMHLF95O89,1477
4349,0.93,Gadget,93,AP911T3KQ6L9B,920
4358,0.95,Sandia Keith,84,A1HP806OZ69153,842
4368,0.95,Toby Garcia,52,A2IX2GHR8I3DJU,861
4371,0.92,longcat,78,A64S8V75ITLFG,2036
4386,0.92,Haystack,94,A1M7N0QMDDXDZY,1717
4395,0.66,connie,76,A14SF3WV06DOIH,306
4401,0.95,Anne Craig,80,A3CX78F4ZMNTY5,709
4415,0.97,LALLAW,58,A2Y60X3NAPO9E7,844
4438,0.92,Harris Craycraft,69,AASY3BT1OGA6E,1324
4441,0.96,Pinkie 143,55,A3KQZAIWD70XYD,852
4464,0.97,Susan Lynn Umpleby,86,A377FNOAFVI9SS,9679
4470,0.87,D. Powers,74,A2ZNBRT32ZWPAQ,1300
4498,0.94,Johnny,93,A3MTCW6RXHF7I7,2703
4503,0.84,Gail H,72,A3A8OY4G0CKC7W,1699
4522,0.84,robhartj,69,A1RNSJIOGBUYCC,1665
4534,0.91,Judy Schechter,56,A2P0FW3W4JYSPE,3149
4547,0.95,K. Crawford,66,A1CBB2CYNLU8O,4031
4574,0.85,David Swanson,89,A2LPEQS27G5S58,1864
4583,0.98,SCbikeman,51,AIQODG6OV7CIL,699
4591,0.95,Paul Ramone,63,A2R4BU3S05BGQU,1550
4632,0.89,Pragmatist,91,A129VQP9MEZ9ZK,519
4634,0.93,M,79,A2H6XDSEXLNS8F,240
4638,0.94,Bejay in Spring,82,A2I7955ZFHEGUB,1830
4653,0.92,nursethalia,90,A19W2I27LYN1D7,927
4671,0.93,Stimpy,52,A2UDTNRXU8JXXI,1338
4672,0.91,D. Sabo,99,A12I73B1D67Q0K,1102
4681,0.96,CJ,75,A1BTY3AKDXJQAU,543
4694,0.96,RaphaelRicardo,82,A3SXTFJJFY7W3S,806
4711,0.81,mrtim250,79,AUWEVS6HSG33H,2587
4713,0.94,Sonya Skimahorn Cocherell,100,A1ZK8FUR3CJ8ZH,663
4727,0.96,smartbombsmartbomb,95,A1TN3OUYQ44J3M,482
4729,0.97,Mr.McGibblets,79,A3OXYK3ZL4348C,1776
4751,0.86,Bekki kell,95,AHK7E8TLFZT3B,116
4808,0.87,David Sims,100,A3JLK6OO5D10KM,1659
4834,0.93,The Geek,62,AFU73YBJA50MG,549
4886,0.9,MykDnm,100,A34FLCBO671TH6,400
4923,0.93,C,54,AW34N1SZ1VVX,472
4927,0.95,snels,56,A3846USG795X3F,1304
4929,0.91,Tracy Spangler,59,A12NOR3U7N6H9L,281
4942,0.91,M. Griner,65,A372YX80GGM7DR,1274
4949,0.91,Sarah-Hope,87,A2R3699K4D8I0T,1184
4976,0.96,Sara Rizzo,54,A1O64IA6RNJ14U,189
4984,0.97,Toddler Teacher,69,A1JUAHVYRZRQJV,2602
5005,0.9,C. D. Berberette,61,A2OSD0WHJY7A5G,1135
5025,0.84,RDM,60,A14SNN2Z9MCG0T,1647
5034,0.92,B. Liston,84,A221U590OJDT9G,795
5039,0.96,HarvestMoon,65,A20RHN8THTPUZ9,1026
5055,0.95,Gene Goodell,84,A2CEP49EQELDIW,614
5064,0.95,Some Guy,70,A5M66LL05XR3K,508
5076,0.9,Isaiah's Reviews,59,AT34QNJJLHH2K,644
5106,0.92,Hopey,66,A22NLBSGTF3IPL,2604
5148,0.96,nysnowbird92,77,A29ELZ0R2VXILG,833
5155,0.79,Kelley,71,A12N8JVLLMZON0,506
5156,0.97,Ryan G.,90,A1MWTILB9DZSLZ,725
5171,0.98,LILass,54,A10UV0T9R1U3RH,2267
5172,0.93,C. Gollnick,100,A2C1411R3JCGR,453
5212,0.89,Genevieve D.,96,A312K5WL31QKR,630
5224,0.77,Helmholtz Watson,66,A1PB7VQ806R8HD,1604
5276,0.87,A. Wolf,90,A3O0N809QTYZ56,1720
5284,0.95,Mr. Robert Gordon,53,A92DKF3IABGNV,719
5306,0.95,Shopper's Annyomus,72,A2CGXGIWBRYX0W,676
5345,0.94,Angel Eena and Comrade,69,A2VWYI5DODLCD6,897
5353,0.95,MICHAEL STONEHILL,100,A3FVF3T2HKQES7,1001
5367,0.92,John,94,A2ZR86VINKXV7J,738
5385,0.91,Amazon Addict,58,A1EYOCY0FUJ9N8,360
5403,0.94,justChill,73,A18YNTBE5AQMHD,1289
5410,0.93,mavirek,87,A28IB49Z4F36Z3,663
5416,0.95,Ghoekstra,78,A1MC6VD3CRTW0I,589
5429,0.92,K. Nusbaum,78,A2FMN9APIECWO0,801
5446,0.91,Donna NaQuin,65,A3FEHSSTDATWY5,726
5447,0.94,Andrew,67,APMBKWCORPUM,187
5449,0.98,Helton,51,A1OF53Y6BYWB9T,1657
5481,0.92,Amazon Customer,65,AUPCT5HZSRQIS,512
5482,0.95,X. Phillius,60,A1B3C0ZBW96Y5S,437
5512,0.84,The Just-About-Average Ms. M,75,A2TLAC1UMEPM32,1006
5538,0.89,David Imm,78,A264KC8UPFFM5R,719
5541,0.96,Shani,90,A1N813LH3JBXN4,343
5547,0.96,sojourner,74,AFJGLOYI50XO9,424
5564,0.86,F. C. Schaefer,74,A17PNW5KFXRDT3,1349
5587,0.94,MapHobbit,91,A6CBY6KJNOYON,764
5605,0.97,KoKo,78,A1RY1AARXKYJO,670
5627,0.85,Stuart Kerr,96,A1M65P4R3FBN6J,479
5650,0.97,ideas,89,AU7O296O6PXZM,2386
5655,0.91,D. Miyao,100,A37GFKV81AL1VF,2543
5689,0.94,Robert Bolton,83,A2FB8232SRK5XN,374
5700,0.94,Mark E.,70,A34WOLI4PFQUHS,444
5719,0.93,stephen k.,83,A3R82U8MZWWHOT,347
5722,0.95,Anthony M,68,A2K767PO8Y3944,1330
5723,0.96,Harry,70,A9RR17W9LKKLA,697
5733,0.96,Prime Risk,60,A1XCHEMKKMVFPR,1915
5745,0.89,S. Azzouz,96,A2WFA135K7KXRO,1121
5746,0.93,Kat May,76,AFNGSJEI3YXVI,829
5771,0.9,Jeff,54,A1PGUHJ9ZN499P,2121
5776,0.94,Brian Foreman,56,A5KRM3621UHG1,2143
5777,0.9,T. Dennis,65,A3318V6FJ2KIII,2870
5784,0.95,Swidgen,61,A39CBF62MYACMC,1533
5806,0.92,Alyssa Donati,88,A1B5D9DO7YZBC1,1258
5811,0.82,The Pool Man,67,A3K866GG5P9OBE,1893
5819,0.84,B. Cravens,88,A2AWMJMLLPBHDK,1462
5820,0.9,Cynthia Ross,98,A17FAPL0PIDDXQ,616
5823,0.98,Artemaria,66,A3V2P1ZV2LETF3,5269
5842,0.94,Jackrbike,86,A1UKV82U34CY5E,1759
5843,0.87,MomAzon,86,A1VO2YYQ7IVRR9,1566
5846,0.95,T. Poole,88,A2WMT3F6OX816J,1342
5848,0.89,Radio Prepper,96,A3HEU0C1S0CFI3,1813
5858,0.97,Elana,96,AJJ3ZKLK9H9ZL,231
5859,0.95,Vegas Gar,65,A2DANAFQ46KC7D,1994
5862,0.97,Jill Ward,80,A19BG46CBWTJB,345
5869,0.9,bakerusc,69,A2XTBCZTKLUQVI,320
5872,0.95,BFS,80,AUFFCOMUJZAD1,716
5876,0.96,basementjack,67,A35AAI6C5QX0HA,1169
5879,0.87,Jay,87,A1YZ0GK1S1DCRW,380
5892,0.96,margaritamaudiib,79,A1RHBM0ZAC8XV0,369
5899,0.94,ca.roybal,66,A17SL464CLQAT8,811
5917,0.88,Galina Strizheva,54,A39AUZFEHZZ6RB,730
5947,0.88,Geronimo,62,ACMFGPCTQX0F4,3726
5965,0.93,Indigo Fields,70,A11TKHCI3Y6JVL,378
5981,0.95,Elizabeth Van Pelt,70,A3G67OQDJTN0B,686
5983,0.85,C,99,ASAVPW3PD4R3A,724
5986,0.95,Hello World!,93,A2O7CETXYYM8RB,239
6007,0.96,David Diamond,98,ASXDRKXJPRVUA,1329
6011,0.95,Amazon Customer,84,A3PTSN0CFNUYJ,849
6016,0.84,Gaiking,100,A1S2M6SA4OAUNK,2219
6024,0.94,r3v0lution,57,AE12OGX5S9PMU,2924
6036,0.96,P. Scott,63,A318QI2GIITH2X,1312
6043,0.91,iReview,92,A1UEILMFX6GROB,1192
6046,0.92,JWLV,85,A18PNDRAJH7ZPF,301
6054,0.89,Farthion,94,A3I04CBXGNEX6,720
6057,0.92,EvanstonIrish,93,A3NFFHOUDFJ82V,479
6100,0.89,Monkey,90,AIV6OV1PUCEIJ,1097
6107,0.94,Veggie Head Cat Lady,51,A1UB4WHH9ADHKK,520
6120,0.94,Bill Gallagher,80,A1TSOWAPTYG6NU,2118
6134,0.93,Happy Customer,66,A2LRT7GU3FSMVE,401
6148,0.96,ereader,79,ABQH8HJ8AJ83G,1178
6152,0.91,Sunny,80,A20WN2WV2HM2LI,500
6157,0.87,E. K. Wlin,57,A32BJDGFY4QM7K,1662
6158,0.95,Vinny,54,A33AOEP6E9FUL9,1193
6175,0.94,Rell,51,A2LPY0UM9WYFPX,1394
6228,0.98,fender-bender,77,A2D4J55CHOJABX,640
6232,0.88,Brigitte F. Tolson,79,A2OKVTN29PCUQO,2140
6238,0.94,Heather M.,59,A2TGGFSMC1VAMK,419
6240,0.93,Ashlyn Reagan,60,A214F36VTJNDMO,695
6254,0.95,Windham M. Graves,62,A1P5Z5QMRZB3QS,407
6257,0.88,PACSman,54,A3NKQL8Z6XJZNO,1247
6269,0.97,G. Smith,83,AKAUXQ82HWC5Y,1397
6280,0.85,Roy Lange,94,A3STM2EUPDJ0AQ,564
6282,0.87,Dennis Macri,90,A20JZU2P3L1KX5,567
6291,0.86,Debbie Wood,59,A1TFY9C4U1EZXR,1116
6305,0.95,My $.03,79,A3D4F5Z9K6QF82,1713
6319,0.92,EmeraldMeadows,68,A3FSFRXCROTPKT,754
6340,0.93,Amazon michigan Customer,70,A3SL60VAF75YSY,373
6341,0.92,Blue Tail,85,A2UMVV0PZ5JNCT,587
6342,0.83,M. Bullions,100,A1H9EF4S5I9OKX,2981
6345,0.92,PelvicSurgeon,96,A2WQW9EYB3J592,1197
6376,0.87,Bobbydigital,90,A2Z91CCYND00UA,650
6411,0.9,Daniel Beckham,64,AJ3LW2I93OGVK,478
6412,0.95,David deSilva,95,A8SRAV67XOG3,1344
6430,0.8,Bill  Howard,90,A38ZGL91V3BHPR,434
6440,0.96,S. J. MCCONWAY,90,A2S964RUFXWWV3,587
6444,0.74,Dan's The Man,73,A12N56U9AJDAZ1,478
6448,0.93,Kate Saundby,98,AFBD59CAOKGN6,1068
6468,0.89,MamaSkates,69,A10UUX8CV0CAOA,84
6506,0.93,P. Carlson,86,A1MF4WLGZDBP5K,1097
6511,0.97,Arkay Adkisson,61,A343A44RVPL6E4,342
6517,0.98,Christine C.,97,AEGYJPVX5I7ZN,437
6519,0.87,Explorer,91,A36O8CMRK9ZJSK,882
6521,0.93,Pablo Ortega,62,A195PVKRNF9AUW,629
6531,0.96,John M.,83,A3HAXLLP5VERFX,1063
6533,0.94,S. Vogt,78,A2D9DSJIH4FRMC,3236
6543,0.88,Penny Black,94,A1X0EDL50WFWQ9,972
6544,0.94,corran_63_horn,78,A300XWF1WFL7PG,769
6547,0.95,L. Bernstein,92,A2QO3VPN591MNI,2259
6555,0.94,Amazon Customer,62,A39V22BIBUMMB3,1612
6567,0.93,Steven,58,A2LPIZJHE33AXK,1489
6571,0.97,Stephanie,66,A1TQXZSLY6MT91,380
6572,0.97,JCF,60,A2V7JNX7J8RKHW,319
6584,0.92,Cin W.,57,A1GCCMLWIPEKV2,636
6588,0.95,Cheryl,53,A1GKDJG9AC1POL,550
6592,0.94,JMF,60,A3V04AX2XTLJEL,1680
6600,0.92,N. Katz,81,A3S0A38DYQRJ7J,1065
6629,0.87,Arthur,69,A2XECQVTIZPLFR,326
6636,0.96,Tramplelog,95,A23DGY0S6MN945,981
6650,0.88,Y. Li,89,AIHI24DEQLUMO,818
6658,0.98,Kelly Williams,56,A3IN2U2N4O3Y5I,183
6667,0.95,beth,75,A3C4CFXT1LB2TF,750
6668,0.91,Brian Gilhooly,92,A3OC1XBXM9XQKW,925
6680,0.88,Roberto Jorge,91,A1L1YB3SHYKQ,343
6691,0.93,Annie Z,61,A3IJWEKCPL3T5S,351
6695,0.86,iamgadgetman,83,A211TA5FKD374K,467
6723,0.86,HailAtlantis,87,A1HQ56HXZQJ1WU,618
6724,0.91,A. Neal,94,A1PXASLE6QSM57,739
6729,0.96,TL Stearns,96,AVOCKGHG1NITL,653
6733,0.94,Tourpilot,90,A1GLLM1TCKRW10,1059
6740,0.93,Mountain Girl,74,A33J9CVS0C557A,387
6754,0.89,Ellen Ripley,95,A2RSTWSQDLYHYX,8238
6757,0.88,Angie Mckeon @Angie and Jessica's Dreamy Reads,85,A12YRD35W9LME8,775
6760,0.92,Mark Twain,61,A3F4OO6AEYUWNG,573
6806,0.84,Red Lightning,91,A3R0RKUGBBEKFC,492
6824,0.92,Trivii,50,A190BQGZL0R6QA,1247
6827,0.92,P Gaenir,96,A2IP8PLL8JORVD,2440
6848,0.92,KirstRob,66,A25GBRHJLWSVUQ,327
6857,0.95,Erica Paris,79,AWC7E502I2IEQ,1631
6873,0.97,Internet shopper,54,A1PEY3XJYB4G6X,2150
6876,0.93,Sean W. Franklin,98,AQZBIM739YVLM,656
6880,0.9,electronicnut,89,A1HHL3WQC1OZ6Z,1618
6889,0.92,kraut,88,A1V1E9TC9S4H8X,673
6924,0.91,Rae,86,A1BCNDTKERXXVE,697
6971,0.93,infinite,80,A3RDQ6I3MQWGCY,702
6980,0.88,CA GA Peach,72,A2MB1AYRXIQNL0,704
