Ranking,Percent Helpful,Author,Total Reviews,Author ID,Helpful Votes
6989,0.97,Dr. Geoff,59,A1DBVVPE6HM1GS,1132
7002,0.9,Chrysopoeia,97,A7BDQUNFKFQE2,409
7006,0.95,Scott M. Toland,92,ANGB2NDP866XC,559
7012,0.94,Douglas,52,A1BOT7HH9TGOZ4,765
7013,0.94,Amazon Customer,62,A33ELEKVT2UW4T,701
7027,0.89,Benedict Rocks,92,A288PZDEZW482H,1301
7053,0.87,Upton O'Goode,98,A9QVKQ0Q0TOZ6,907
7072,0.91,breanna,95,A18EH04VB4LRA5,524
7078,0.95,DM,50,A39NI6V9UYP5BD,354
7079,0.96,Frank Phillips,63,AG5HDGC5F8Q68,6336
7087,0.97,Janet Freedman,70,A34P8I686XDT1Z,3707
7090,0.9,WorkingMom,88,A2CH84L4ZT630U,903
7099,0.9,Fesoferbex,51,A2ZFM9L7RY0LXQ,607
7110,0.92,Derek,96,A3A18QLK7CNIVX,501
7133,0.93,EngineerDude,82,A2EDHGA1ZFHT0F,810
7137,0.93,Classy and Economical,88,A3S8XVDN6AJVWI,330
7150,0.93,Mark A.,62,ALFLKAOCB23QG,1122
7156,0.96,Emilee Hatchett,69,A2UYO4GZRPC348,290
7161,0.86,HealthBuff,98,AX3H8TW5650E3,428
7162,0.95,USMCSurvivalist85,93,A21NREICO6ICY8,518
7167,0.9,J. stalnaker,93,A36RZQ1VA87CNG,635
7173,0.94,Haynes,70,A27QU1JIWPLGBN,395
7182,0.84,oluv,69,A37AGASI7HJY3H,1673
7198,0.94,HBLC,81,A19SDK7LCJIEKW,919
7204,0.87,Fletcher Chambers Jr.,74,A8MTE6SIYM0GY,4815
7221,0.83,Julie A. Levin,73,A21OTG8G9ZEKPG,689
7228,0.89,RagingBuddhist,76,A1ZJDK8EWIWF45,1062
7234,0.91,M. Merlin,58,A2KU8X0373PB8B,635
7240,0.95,Sabinchen,87,A89VO4WQV5E19,594
7249,0.93,Anna B,59,A1PCLLMSUS2F4H,656
7265,0.9,Paddyaffleck,50,A38M94M6PQBBJY,556
7276,0.92,deborah L,96,AZA135L22S9VP,351
7278,0.89,Amazon Customer,80,ARSWIFGUAZQCV,944
7287,0.87,Melanie F.,94,A3OG3PB8HW0D05,447
7292,0.93,Red,83,A1NHZHMPF26ZQV,1902
7293,0.91,IBCotts,59,A1NSN3C3DE8YW2,1998
7303,0.93,Sandy Lynn Stevens,100,AF3E59VMPKTMW,554
7314,0.86,D. Milliken,78,A2BC625J7XIY2C,182
7324,0.93,Madison,60,A1ITMPDRAY5V3W,466
7331,0.95,J. Black,59,A2YMHHRV5ZIRKM,647
7335,0.96,Mary Mac,52,A2T8Q39O4DYK8V,778
7343,0.86,Chuck,59,A13T8CZCNEUQ02,656
7348,0.91,megana,78,A2DYAF115W27BC,435
7363,0.87,JMS,87,A26GPX1IFG8O75,2300
7371,0.94,CA reader,75,A3H9NI5FUXYATL,2388
7380,0.9,James Thomas Jeans,68,A21H1P3QQ6WEX6,1100
7388,0.84,Luke,56,A1KKZAFNHHIXMO,639
7389,0.86,Gee Smart,78,A1QMARDM7M9NNR,1133
7399,0.92,Amazon Customer,94,A8RZ4KKXBX5NQ,679
7411,0.98,VeryCherry,53,A1RW6839MQQJBV,433
7429,0.92,none,97,AH6TAJC9PQOV6,794
7443,0.94,WildeKatza,67,A20PUS4XKCQNHQ,493
7444,0.95,Pri,71,A35YEABW3T8OP4,1108
7450,0.96,DJ,90,AHMIXQ9CQ1MRY,1383
7460,0.92,Charles Seiler,53,A3JKKA12IN56I1,1120
7463,0.93,Pri,56,A34D626U4JYK99,884
7490,0.95,Dragonling's Mommy,58,A3LENTSWM0X7LL,1741
7494,0.94,A. Hamilton,82,APJKXPVVM1QQU,424
7508,0.79,Night Lord 40K,96,A3V7F58M4ZXHIF,818
7515,0.95,Koji Kadet,62,A2Z7JL8SB49QYM,605
7548,0.96,Kat,79,A2B6GAUQCHCWMA,1403
7565,0.89,Me,87,A1PBUNS47TN3F,586
7579,0.96,haggis,76,AMIN22YY2F1LO,394
7589,0.91,Max Yuryev,64,A13T3S3H9G0J5Z,527
7590,0.89,Grammy Sal,82,A3JEXOA60RNDZS,1026
7596,0.89,Frank S. Jakubecz,81,A15SJZJ6TFT5H,1831
7608,0.97,icheckemout,93,AXC5N53Q3KJD9,473
7621,0.96,JLC,91,A2MHN2AI7FGPWP,649
7635,0.98,MeaganEmily,61,A35HNOJOWCXHZ5,380
7650,0.9,Baron,84,A3J0PMHOP3LPET,456
7663,0.94,D. Orlando,76,A3LLDALH9AFJJM,553
7692,0.97,S.T,56,AKWKQOY3JIPDM,1083
7693,0.93,Nick T,83,A2RA207HEJD5LN,672
7721,0.98,Ben,62,A1IUMK908JBYKA,711
7723,0.89,Souther,98,A1JDP8UAE7HVW7,1650
7728,0.85,Ana,52,A22J6UG9Y5F3HC,426
7733,0.93,K. Denninger,83,A1F26M4YUQ4HGB,545
7735,0.95,HBGuy,58,AFKCYPV6UYPF9,1046
7747,0.93,Karen B,64,A281B8HTNUUD83,554
7754,0.94,ClockworkOrangutan,96,A1868C310KE2D4,275
7787,0.94,"K, C, and little j",91,A11LMH5IKQ5F9Q,1535
7813,0.91,Arya926,90,A1AABS57EJHLNJ,642
7815,0.92,Alex,86,AA0ANR8FE3GGD,467
7831,0.97,L. A. Stanley,54,A2SB0OKNB1ODN5,904
7844,0.89,Grandma Pearle,94,A3L7XJIT7JY9JW,1255
7853,0.86,T. Savage,95,AVKHBZV88FROT,890
7861,0.94,The Chadd,54,A5Q3ZQ4Q7185U,460
7863,0.91,Wing,95,A2370GIEN1PT1B,2182
7874,0.91,Michael Orr,94,A1GF4OPUJS9R0T,661
7892,0.94,Brenda Schmidt,58,AWT9L0TCK4AMG,444
7893,0.89,S. Lee,92,AD73VMNYB8XVX,1761
7901,0.81,AmazonAddict3,94,ACMBV47ZWIA7S,393
7909,0.91,Andrew'sMom,91,A2WO62YDAWG2QC,1226
7915,0.92,Steven Coburn,71,A1WY3G0O1R8DN1,427
7934,0.86,Wiz,100,AMSVJRIIMNBB,409
7937,0.86,7,67,A3N6VBAVGRAKP4,2348
7938,0.96,Hey Mimi,63,A3MXDFRJS7GVMN,1503
7949,0.89,Williams,94,A2Y2OXNSSK94M9,613
7969,0.96,Jamais sans mon minou,74,A1HTFPIU12IXSM,1230
7974,0.95,Maryland Shopper,66,A13TUGAAI1Y63A,1322
7988,0.9,69 Stacks,92,A39BEQEYKWZO09,912
8009,0.88,JustLookAtTheFlowers,57,A1D4V3UA7YQF7T,790
8044,0.92,KL,97,A2YNDLCEYC0M5Z,339
8050,0.84,Guy with a Tie,90,A8QSFRE252C33,738
8051,0.84,Pretzelcuatl,61,A2137KB2BIZBJ4,1130
8055,0.91,Suzanne Cross,91,A13W3BD75G5S1B,4155
8069,0.93,Celery,98,A72JJF64FJT10,832
8073,0.91,GS350,75,A3IDJGDX1PDM1K,227
8074,0.92,Legomom,71,A26FX2091HJNIE,563
8077,0.93,N. E. Spencer,61,ABUAXUFEOKQJQ,996
8078,0.96,Albert J. Valentino,88,A3LMS2UO0ESHX5,4096
8080,0.89,Velma Wiley,87,A24O8OJ1D6KQFM,665
8100,0.93,Texguy,61,ACMTXF149WP1O,983
8116,0.97,Mylz,87,A197DWKFIHIY14,392
8125,0.95,Barbara,87,A25L4C2DUZNGMV,577
8129,0.95,HikinMarty,96,A1TL261IMRAFSS,489
8132,0.96,Josh Ouellette,61,A4PYI7OJZFGTX,599
8137,0.94,Michael J. Cashen,96,AJ2CERNLWGFVD,2436
8143,0.86,Tammi Love,98,A2QLR1A092L5WY,260
8152,0.94,Team Getscher,81,A3IIGCAVSL8KDR,241
8156,0.94,Larry in Lafayette,80,AK3GVZMOZL8ZS,2447
8170,0.96,A. K. Mitros,61,A12MD17F0PAADC,489
8178,0.93,LDB,73,ANVDV0RW6TB75,553
8184,0.87,Sherrie,75,A2J16IGOAL3CJ5,428
8188,0.89,Ryan Cawdor,83,AS4RH2V1SKZV5,690
8190,0.92,Roger James,94,A31YYDDZNM6NAG,661
8194,0.94,DrBob,70,A3QEJOHRA6RA6X,1003
8204,0.93,Amy Gurley,64,AWCO1MAELHKSE,1393
8209,0.91,seekinsp,79,A2GONKHWLO3HS0,519
8217,0.95,Tee,54,A2H2T2JE05VK8W,233
8221,0.94,Chris P.,80,A3GOEFCWETC23E,1529
8224,0.94,Lisa Murakami,83,A2ASFA6TVKQVGZ,1152
8233,0.88,MiGadgetGear,55,ATV46MURFH08O,331
8252,0.95,shrinking footprint,99,A3P3FPFO3QYTVH,1101
8253,0.86,Kenny & Ramey Reviews,72,A3SF7MOPSIBLIZ,376
8263,0.91,Reversemidasman,70,A2F3K3FCRVM1OQ,1040
8267,0.92,ZEric,80,A1EEFQ7GJE51WP,663
8301,0.9,The Whale Whisperer,80,A1UR23TG59VK49,553
8328,0.93,nessavig,63,A294Q8C7UOLWY,372
8335,0.91,jjl1911,56,A26ECP55JCWN3E,516
8351,0.94,Dr Jerry Hill,71,A2T6CZRNTW0CFU,689
8353,0.92,Buckaroobanzai55,98,A2YILCX9BLGG0L,882
8356,0.94,jhbuysstuff,65,AEU1BMGTLIUNO,642
8367,0.84,Stanley,68,A19FW30E1S22M6,949
8370,0.83,Mishkyn,68,A1XPPO22Y71OAI,779
8374,0.89,TBR,100,A6E9IIKU5KPUY,527
8385,0.78,AEM,56,A11KK4KKCKDBN3,643
8391,0.89,Danielle,77,A2RZKBL7U0JPF8,617
8397,0.98,M. Terenzio,58,A2I3G10S4CTOS0,7714
8414,0.88,Love Technology,78,A30Z9EWE8VY95B,1002
8437,0.95,Lera,83,A3KTANVSZ7ELRZ,787
8438,0.88,Lisa,97,AEY6RDKCNLKGG,517
8440,0.91,Edward F. Shimkus,80,AYSYN1KLL6W5D,3794
8465,0.92,A. D. Hill,88,A5N1HB1T4EKCM,1192
8468,0.97,Shimon Mor,55,A3CP7NQAAE2BFF,1912
8498,0.94,Allison M. Dickson,54,A2PC5ZS9557591,848
8499,0.94,Brandon Taylor,100,A3N6TJU6WXD003,2550
8501,0.9,Pone Tony,74,A3W2EOWTZVIGC9,578
8511,0.93,newyorker,63,A1CNVVEEJ8Q1ZR,1035
8512,0.9,Redwood George,64,A3ICJ1OET3X3VO,971
8542,0.89,William B Partridge,74,ACEB83MWVDWLB,4709
8547,0.91,Daniel Campbell,100,A1TBRIDRIWS4RB,252
8551,0.97,Amazon Customer,55,A2TFE03ZV2ZQ69,629
8554,0.93,Jan,86,A2POGE3G79VFPE,458
8555,0.88,Nietzsche Infidel,98,A7L1YZTTQA5S3,1076
8565,0.95,David Robert,50,A3B13VB8CWO3E6,1913
8568,0.91,naps8532,59,A21ATA6NDTAIVM,254
8590,0.89,Mark J,98,AJW53ACXUCJ0M,862
8591,0.92,SSD,73,A3EBT1LBD5ZNWN,776
8596,0.95,Manahu,89,AWSXULVE7SQIH,435
8613,0.91,tharp83,55,ASAS25ZVYTVM2,662
8628,0.94,AGCB,62,AHT1QBBAVC1YM,309
8632,0.91,AaronR,66,A1285WENLZXDOR,1409
8646,0.93,@MeowMistidawn,94,A244EODR2H2LKB,323
8649,0.97,Savvy Skeptic,67,A2GCVCOQXGL8YA,3204
8650,0.92,Walt Kurtz,66,A20R0T8NXW9MRC,668
8655,0.96,KJ,51,A2K5BIYYQ0DIB1,1694
8657,0.93,Paul Barrett,51,AHG1MNF09L4I9,198
8669,0.9,Ryan P. Anderson,78,AEO9RHVNE21T3,322
8670,0.94,Earl Ax,56,A1LO9MLA4K6S7P,628
8672,0.86,Directed Energy,91,A1KJG4QIFO389U,1733
8689,0.96,Nbot,70,AW1483UUCT15W,1420
8697,0.88,Brian,63,A21IIDAK6HD067,1542
8707,0.94,Jennifer Grover,89,A2E7OT9UAE8CLO,478
8709,0.84,JB,83,A1O954NMRTP7CE,156
8717,0.94,M.Lucas,73,APKQBK5EAZ6BV,439
8719,0.92,J-Ro!,90,A2INKEVXUOF1ZI,448
8725,0.96,Steven Hernandez,50,A2G8RPP7KC73Q8,1213
8729,0.95,S. Gable,69,A1CXHEF9ZH3W0W,1026
8735,0.89,Wanos,100,A1H2GLT41DX4AB,586
8758,0.94,Stephen Rawlins,89,A23HKKR7O9IK4F,2006
8763,0.92,bareyb,62,ALVES1OA7MBXP,938
8765,0.91,Jenny,95,A191M1BD1PWVGO,416
8767,0.9,Suzy Myers,58,AUCD2HJX62O3B,648
8778,0.91,Charlie,83,AZ2KIQ6D47LHZ,668
8779,0.91,Borocay,76,AMZIFSBB7K61,291
8784,0.96,Greg D,64,AWVJV5BUSL3YP,611
8787,0.98,Michael S.,62,A21P2HR6WEV59W,284
8792,0.94,Mike From Mesa,84,A29PBY10CGDKA0,1466
8798,0.93,Sun Voyage Music,83,A1BFS260JO9TZJ,466
8804,0.96,Cisco Kid,56,A2XN2ZN9FGJYBD,644
8806,0.96,Jeremey Donovan,91,A1MG7QTUM6C3AN,489
8838,0.94,kasls,54,A312ZYCZXPIZFT,671
8846,0.95,Crimson,52,A1SF7FZE2M9KM9,817
8854,0.92,DavidP,88,AEL0Y59FE3N6R,768
8860,0.95,Greg,69,A2BN77A68H3AFA,1234
8862,0.97,jessubi,50,A3GBHDUT4L6W65,535
8864,0.89,D. Davidson,84,A1HH11STE53V5,666
8866,0.95,G. Teruya,60,ATWR4381SWZBS,1868
8870,0.92,Sleepy,68,AIF78X3QVRR4E,455
8884,0.92,Michael,61,A12FYN9YK2PZC,395
8902,0.94,Ryan G. Del Grande,67,A1XRH32WCTO1SL,779
8913,0.86,Laurel C.Me.Laugh,79,A2GREI56ZR6PGC,482
8928,0.89,Charles,65,A3MVC3YGQN62FP,354
8931,0.93,T. Emond,92,A1BLZPZFHF2XAT,479
8933,0.94,drp103,91,A3DQKTQVK7ZCCD,815
8939,0.86,Linda Russo,56,A5YO9N4Q49RJU,978
8944,0.73,prince,94,A3F4NV06Q1PTLJ,552
8960,0.96,S. West,85,ABLQWRR83WY3K,1299
8968,0.96,BetsyB,64,A7GAGU6YKZYXS,429
8972,0.93,Novembreskye,83,A25D2NMQY0V89C,350
8973,0.96,Bex,66,A32DPBPNO5HFYL,548
8979,0.84,E. Tucker,92,A32FL8K77UAEN8,2116
8983,0.92,Pearl,58,A3W25S6MSGUCYK,576
8988,0.9,EricJM,84,A2IY7ZFPYCHQAL,422
8993,0.85,Nick,50,A23HIWBWA7ZYRB,798
9020,0.95,Anthony Cecchetti,52,AWTK44IG21GHY,761
9021,0.94,CK in PA,68,A2V3IV40TYYKY4,1110
9028,0.95,Carmen,92,A2C61DCJZMY37L,330
9031,0.84,Ann L. Morris,99,A2RV8QOL53IZIW,780
9044,0.95,L. J.,76,A2TAR3Z8NXQHJL,1055
9058,0.89,Dillon,75,A15N35HIH8WDDR,202
9066,0.81,monkeyrotica,99,ACL99Q8EHCK6M,1078
9102,0.94,Jonathan Brett,90,A190EMPCHI6SSH,1301
9108,0.84,Peace Maker,75,A1TIMIESJ6CMNJ,660
9121,0.87,D. Fichtner,83,A1O430C6F07VV2,1887
9125,0.98,BBaker,58,ACMTHVQFX9TXW,1673
9130,0.9,G.B.,56,A28PQDHWYGTYCA,1036
9144,0.93,SoapyHollow,86,A238ZK9FQKQFC8,926
9146,0.93,Ask Althea,99,A36W8ELBAMQLV5,580
9147,0.93,A. Ingraham,94,A2Y341JVQ8GENB,1906
9148,0.81,BritnyLe,82,A2T8SJM7C3L8LI,573
9165,0.98,Brit,82,AS1MJFB1CKAKE,202
9170,0.96,Bill Stein,63,ALC4ULJVIX0JP,1323
9178,0.87,Bruce Almighty,50,A28IJJHQCYM2X8,713
9180,0.91,J Clifton,94,A19YOR4TA9J2RK,305
9188,0.89,California Marmot,95,A3TE118M2L1P04,318
9189,0.83,Octavio Lopez Jr,92,A1FYHOGQFCPLRT,358
9192,0.87,MGhostSoft,55,A3NAKHGAT8QSJB,556
9193,0.97,Talya,66,APY6PHXPIUN27,774
9194,0.94,Nathan Hancock,88,A1K6OL1WN0SGZX,317
9201,0.94,DeeL42,78,A2SE192GBECM7W,568
9210,0.95,Mickey789,55,A20P890DHGG0UL,9559
9214,0.86,Shady Ave Reader,67,A3JORDKSTAWOVJ,2248
9216,0.94,IntheWoods,68,AA7UD1HV5N0OE,1611
9261,0.95,Mark Kitaoka,76,A1W5SO5D1C13RC,1634
9269,0.84,Susan S.,74,A1J4LP74OQ9W6Q,632
9292,0.87,PLC,71,A1Y2BABP4NKZOI,588
9295,0.89,Amazon Customer,58,A361WT227IG886,2025
9301,0.89,Kristina O'Donnelly,91,A1VH5SRP1KZR13,1230
9303,0.93,Weda,90,A2KMRUSE306EAL,651
9308,0.9,ctgblue,98,A2UILBWV7N9ZET,450
9310,0.9,Angie,90,A384HRMXAQFZU2,549
9320,0.94,Runamuck,96,AAL45A3A1IUTX,530
9321,0.93,Miker,50,A1LOWC8YZCRLA0,2281
9323,0.91,Adrienne Devita,74,A2WEA10GPFHAJM,506
9336,0.92,Jerome Albertson,65,A1N7F3S6L0JH71,5497
9344,0.92,R. Burke,92,AB9R263I9O35Y,372
9345,0.87,alicita,55,A23T4G6YJSKRY5,520
9353,0.9,Bargain Hunter,87,A370GU5ZKHUVDC,349
9354,0.86,Scott S.,95,A1I3GCZILXNEYA,344
9375,0.93,guy,70,A1G9VHKKLM0KFT,1047
9385,0.95,BeachBunny,90,A24WWXVEQ6F64O,1045
9394,0.86,Marcea,53,A38EVO2TP0PZ5U,590
9404,0.9,Prof100,88,AVSDIMTOBXOFX,960
9417,0.92,Zippy,53,APP9PRPQRKDP,461
9418,0.97,Frank S. Gonzalez,57,A1A4EO1PAE4E6S,341
9422,0.87,Jonathan Stewart,72,A3PE2YMF9574U7,6499
9429,0.93,D. L. Lederman,94,A1PBXWBNBZLLQN,1013
9431,0.92,Rachel Perlow,69,AGED0WVR8EPLW,769
9437,0.78,speedythecat,84,A1DW48CPF98IBR,606
9449,0.91,AmySmiles,88,A2MISNDANNRUSI,381
9471,0.88,kellyfish,86,A2GL4MDTO3B45L,557
9485,0.92,Right To Bear Arms,57,AGNKQDJG9VVQ2,661
9488,0.97,Chesterfield Copperpot,51,A2351QANFB3YS3,335
9489,0.94,A. Shank,62,AOK6IBARUDVF7,320
9492,0.92,David S.,94,A25F38GF3PIMQE,327
9494,0.92,John J.,87,A3VKCBGJIL0865,293
9498,0.96,R. Harvey,100,A2BGA5EF36AD07,1875
9502,0.87,Elvance,99,A270PPU3AVV331,386
9513,0.88,Connie Lin,91,AHEQ3EBC256EV,255
9520,0.87,Chasten Ruin,55,A364QHZHDP77LO,813
9533,0.95,daj,64,A2T27BBHLYI14E,461
9534,0.94,Mario J.,96,A3VZ03BLE0Q7MB,192
9548,0.82,Danny,75,A3OXNEJIAOUW5Q,546
9551,0.96,turquoisedragon,54,A2TWZTOY0HO25N,667
9555,0.95,nartmot,68,A244LRZ6PYXBDA,1587
9559,0.93,Nick Fav,93,A3SYHJ0YXK8F8P,364
9560,0.93,a brother in Christ,93,AVAD0VIJS4H45,241
9562,0.9,Stacey,89,A1VYBOLZ3J227P,441
9575,0.94,courtney madenford,55,A2FRX6U8BHO60G,810
9586,0.97,Amazon Customer,51,AMSHQL64GM7CZ,414
9589,0.96,D. Hook,61,AVFVXW75F5Q2O,946
9604,0.92,Shay,73,A2BQ83RKKUNFI4,960
9605,0.92,Snowbvi,75,AY7WZDN2R3XJZ,500
9611,0.88,niels,56,A2BXY4NHO8B7QI,2944
9614,0.93,abitaskew,98,AIBIJ8OMVKNIB,548
9618,0.9,krissskrosss,55,A2MFJ4GFQ1NBJP,8097
9641,0.96,Richard Allen,100,A3LZ00UXN4FYVF,373
9642,0.89,G. Cruz,68,A1UH7WYR1N9Q48,1246
9649,0.92,The Geekster of Planetgeek.net,81,A1IP6NRVCQP7ZA,1873
9671,0.94,uebergeek,89,A3HM6ERNSZXQX4,1737
9672,0.95,A. O. Kay,71,A3460JTF3VFQFF,898
9674,0.92,Robert D.,64,A2KFPPHHNYARD1,256
9677,0.82,Betty Bite,93,A1RKJP7QGY1IBH,368
9681,0.97,W. Costley,62,A1HT4X1GUTVDX7,1848
9686,0.85,C. Cornell,87,A3E5APSUPRIUEW,913
9696,0.82,IFLYMAUI,82,AF4YRU0KFXLIE,1223
9703,0.87,Expert_Review,81,AE87U55UXIAD1,769
9708,0.96,Diane Coan,64,A4YJ3TRY3QAPT,445
9713,0.86,Durt,51,AXDRDXMW7DSPI,1099
9743,0.97,Frank C. Zimmerman,55,A1QQLC9V6LRTA7,929
9749,0.93,Amazon Junkie,91,A2G38NPSW1F8MC,442
9753,0.94,Tad Karmesh,54,A21UIVUA38CSXC,526
9770,0.92,Devilz,67,A1L7CPZ8HXBRWE,367
9772,0.9,Randy Wakeman,61,A1JE04PMENX23K,2110
9777,0.94,Snarky Redhead,54,A334OWP4PKXNPA,601
9791,0.9,MasterAutoRepair,79,A3A86D9F8WIDGO,538
9793,0.94,Spencer J,69,A3UC2SB7MYTBVI,454
9808,0.87,P.T.,90,A1CMIYUTZHYT1E,364
9812,0.89,Michelle L. Hankes,94,A3DTP1HESH8GWK,525
9818,0.91,sapphire116,57,A2QKTD9UUF0PMW,704
9834,0.81,Gary Beach,79,AJTRNEA5DZ3XZ,510
9853,0.83,Forrest,63,A12ALUEYOYQUSY,1460
9854,0.82,GoobieGirlie,60,A1K69C7WHQ8Z6D,385
9883,0.94,D.B. Carr,83,A2BU5F8HES2YCZ,368
9884,0.95,J. Layman,73,A2VV8Q2EZ6SB5M,1527
9899,0.94,Jonathan A Race,64,A17DROIR0O1163,403
9903,0.95,PrairieFire,51,A1V9GIOEKTK2DL,2955
9913,0.95,themak,72,A1W5U7E5ZHPIP8,333
9914,0.88,Arizona KK,100,A2FJZ3IYQ9N65S,567
9921,0.93,zhang jingjing 13566039095,78,ANXJ278TH3FL7,239
9927,0.92,Grateful,67,A2OASTZA0LN0BS,454
9929,0.9,T. Wicker,51,A3AG416CVA1T50,2874
9930,0.76,S. Goldstein,80,A154UBB97NK0JQ,691
9936,0.86,Mr. E,77,A9KAMUB8E4WCU,509
9944,0.95,Emissary52,68,A2OJSZRVWLFTPK,409
9949,0.84,C L Coffman,80,A2IXFUJEIJD8GT,558
9950,0.92,Heidi Q,83,A1IY6C3ZGOLTLX,847
9966,0.83,R. Wood,92,A2OZTJ8QSNFGZ,1196
9973,0.94,Jonicraw,73,A2OM77OVT83L37,875